2025-09-13 16:51:54 | INFO | utils.logger:test_start:113 | 🚀 Test Started: test_registration_and_login_flow
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='years''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='years' value='1990''
2025-09-13 16:52:13 | INFO | utils.logger:step:86 | 🔸 STEP: Checking newsletter subscription
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'id='newsletter''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'id='newsletter''
2025-09-13 16:52:13 | INFO | utils.logger:step:86 | 🔸 STEP: Checking special offers
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'id='optin''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'id='optin''
2025-09-13 16:52:13 | INFO | utils.logger:step:86 | 🔸 STEP: Filling address information
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='first_name''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='first_name' text='Jeremy''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='last_name''
2025-09-13 16:52:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='last_name' text='Murphy''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='company''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='company' text='Walker, Johnson and Morales''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='address1''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='address1' text='天津市丹县花溪葛街M座 757944''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='address2''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='address2' text='Suite 362''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='country''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='country' text='India''
2025-09-13 16:52:14 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='state''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='state' text='Arkansas''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='city''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='city' text='丹丹县''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='zipcode''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='zipcode' text='90849''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='mobile_number''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='mobile_number' text='15338572190''
2025-09-13 16:52:15 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking create account button
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Found element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Scrolled to element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 16:52:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//button[@data-qa='create-account']''
2025-09-13 16:52:18 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 16:52:18 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying account created page loaded
2025-09-13 16:52:18 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 16:52:18 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking continue button
2025-09-13 16:52:18 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//a[@data-qa='continue-button']''
2025-09-13 16:52:23 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//a[@data-qa='continue-button']''
2025-09-13 16:52:27 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Page loaded
2025-09-13 16:52:27 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Opened page on 'https://automationexercise.com/login'
2025-09-13 16:52:27 | INFO | utils.logger:step:86 | 🔸 STEP: Opened login page
2025-09-13 16:52:27 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying login page loaded
2025-09-13 16:52:27 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 16:52:27 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 16:52:27 | INFO | utils.logger:step:86 | 🔸 STEP: Logging in user: michellewilliams@example.net
2025-09-13 16:52:27 | INFO | utils.logger:step:86 | 🔸 STEP: Filling login form with email: michellewilliams@example.net
2025-09-13 16:52:27 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='login-email']''
2025-09-13 16:52:27 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='login-email']' text='michellewilliams@example.net''
2025-09-13 16:52:27 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='login-password']''
2025-09-13 16:52:28 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='login-password']' text='MqVscDC*_3wT''
2025-09-13 16:52:28 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking login button
2025-09-13 16:52:28 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//button[@data-qa='login-button']''
2025-09-13 16:52:31 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//button[@data-qa='login-button']''
2025-09-13 16:52:34 | INFO | utils.logger:info:62 | 关闭浏览器
2025-09-13 16:52:36 | INFO | utils.logger:test_end:119 | ⏭️ Test Finished: test_registration_and_login_flow - COMPLETED (42.84s)
