2025-09-13 17:34:54 | INFO | utils.logger:test_start:113 | 🚀 Test Started: test_registration_and_login_flow
2025-09-13 17:35:13 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking create account button
2025-09-13 17:35:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Found element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 17:35:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Scrolled to element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 17:35:13 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//button[@data-qa='create-account']''
2025-09-13 17:35:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//button[@data-qa='create-account']''
2025-09-13 17:35:15 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying account created page loaded
2025-09-13 17:35:15 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:35:15 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking continue button
2025-09-13 17:35:15 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//a[@data-qa='continue-button']''
2025-09-13 17:35:19 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//a[@data-qa='continue-button']''
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Page loaded
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Opened page on 'https://automationexercise.com/login'
2025-09-13 17:35:24 | INFO | utils.logger:step:86 | 🔸 STEP: Opened login page
2025-09-13 17:35:24 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying login page loaded
2025-09-13 17:35:24 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:35:24 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:35:24 | INFO | utils.logger:step:86 | 🔸 STEP: Logging in user: leijiang@example.org
2025-09-13 17:35:24 | INFO | utils.logger:step:86 | 🔸 STEP: Filling login form with email: leijiang@example.org
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='login-email']''
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='login-email']' text='leijiang@example.org''
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='login-password']''
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='login-password']' text='P3BEBxrN_7Cv''
2025-09-13 17:35:24 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking login button
2025-09-13 17:35:24 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//button[@data-qa='login-button']''
2025-09-13 17:35:28 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//button[@data-qa='login-button']''
2025-09-13 17:35:31 | INFO | utils.logger:info:62 | 关闭浏览器
2025-09-13 17:36:14 | INFO | utils.logger:test_end:119 | ⏭️ Test Finished: test_registration_and_login_flow - COMPLETED (79.73s)
